# Program:featureCounts v1.4.6-p3; Command:"./subread-1.4.6-p3-MacOSX-x86_64/bin/featureCounts" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "4" "-a" "reference.gff" "-o" "counts.txt" "SRR10379721" "SRR10379722" "SRR10379723" "SRR10379724" "SRR10379725" "SRR10379726" 
Geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
gene-SAOUHSC_01919	17879	21725	14248	14280	8912	1833
gene-SAOUHSC_01920	427	359	334	474	389	27
gene-SAOUHSC_01921	249	166	161	224	129	6
gene-SAOUHSC_01922	552	329	357	397	386	37
gene-SAOUHSC_01923	117	71	107	265	259	24
gene-SAOUHSC_01924	47	17	19	21	35	2
gene-SAOUHSC_01925	26	24	28	31	29	35
gene-SAOUHSC_01926	407	335	309	341	785	167
gene-SAOUHSC_01927	166	125	145	176	204	14
gene-SAOUHSC_01928	228	187	141	156	289	7
gene-SAOUHSC_01929	580	415	427	290	240	4
gene-SAOUHSC_01930	410	241	512	454	711	55
gene-SAOUHSC_01931	797	465	706	1113	1328	222
gene-SAOUHSC_01932	900	553	580	1315	1687	430
gene-SAOUHSC_01933	844	571	483	1643	1784	615
gene-SAOUHSC_01934	23	6	13	6	6	3
gene-SAOUHSC_01935	1558	692	667	317	415	113
gene-SAOUHSC_01936	894	489	417	273	348	81
gene-SAOUHSC_01937	8	0	6	3	6	2
gene-SAOUHSC_01938	1134	606	510	302	504	201
gene-SAOUHSC_01939	1277	783	618	406	684	146
gene-SAOUHSC_01941	1192	687	614	446	975	176
gene-SAOUHSC_01942	1261	688	566	455	792	174
gene-SAOUHSC_01943	63	52	56	66	91	8
gene-SAOUHSC_01944	992	549	577	997	743	101
gene-SAOUHSC_01945	682	565	536	1333	2316	216
gene-SAOUHSC_01947	593	562	380	1403	1361	598
gene-SAOUHSC_01948	1196	1330	812	2690	3182	455
gene-SAOUHSC_01949	1224	980	693	1358	1742	204
gene-SAOUHSC_01950	72	47	51	45	47	6
gene-SAOUHSC_01951	382	193	235	208	265	25
gene-SAOUHSC_01952	754	443	522	511	686	39
gene-SAOUHSC_01953	415	265	189	188	170	6
gene-SAOUHSC_01954	637	443	407	305	337	38
gene-SAOUHSC_01955	450	306	301	188	183	15
gene-SAOUHSC_01956	685	544	594	359	300	24
gene-SAOUHSC_01957	1948	1396	1546	2816	4801	471
gene-SAOUHSC_T00050	157	124	82	231	173	163
gene-SAOUHSC_T00019	743	584	436	538	184	658
gene-SAOUHSC_T0009	311	233	196	190	37	151
gene-SAOUHSC_T00022	440	371	328	294	82	160
gene-SAOUHSC_T00026	1262	878	895	838	475	648
gene-SAOUHSC_T00042	1022	822	793	945	755	478
gene-SAOUHSC_T00012	154	108	84	173	94	151
gene-SAOUHSC_T00038	311	258	199	498	245	546
gene-SAOUHSC_01958	797	726	564	1510	2122	493
gene-SAOUHSC_01959	1315	895	1054	942	1352	437
gene-SAOUHSC_01960	5605	5155	4298	5089	6375	1212
gene-SAOUHSC_01961	2744	2669	1987	2983	3817	991
gene-SAOUHSC_01962	2832	2687	2114	3329	4824	588
gene-SAOUHSC_01963	1	0	3	3	2	3
gene-SAOUHSC_01964	3265	2979	1729	13822	19046	697
gene-SAOUHSC_01966	2688	1761	1755	5163	6355	791
gene-SAOUHSC_01967	1641	1265	914	4000	4035	460
gene-SAOUHSC_01968	2685	2236	1965	4528	5470	197
gene-SAOUHSC_01969	10031	8680	6137	34288	34069	15918
gene-SAOUHSC_01971	163	124	111	539	471	42
gene-SAOUHSC_01972	53955	39548	50036	10441	15321	1935
gene-SAOUHSC_01973	8675	6110	6203	10943	12769	2101
gene-SAOUHSC_01974	14439	11022	10948	23460	27670	3630
gene-SAOUHSC_01975	3283	2748	2374	10818	12728	1092
gene-SAOUHSC_01976	76	61	50	23	26	2
gene-SAOUHSC_01977	8073	6279	4931	10651	11910	846
gene-SAOUHSC_01978	3656	2469	2621	3369	3639	288
gene-SAOUHSC_01979	1569	1188	1044	1126	1193	85
gene-SAOUHSC_01980	964	745	647	2002	2487	117
gene-SAOUHSC_01981	2058	1633	1295	3544	3694	303
gene-SAOUHSC_01982	2809	2503	1696	5329	5239	933
gene-SAOUHSC_01983	3999	3387	2237	9941	10307	2962
gene-SAOUHSC_01984	407	314	335	757	651	46
gene-SAOUHSC_01985	490	393	331	664	780	271
gene-SAOUHSC_01986	6205	4543	3781	10079	8451	1048
gene-SAOUHSC_01987	16800	14709	10525	29435	28345	3784
gene-SAOUHSC_01988	973	832	743	1156	1548	311
gene-SAOUHSC_01989	2161	1860	1694	2965	3841	739
gene-SAOUHSC_01990	1878	1229	1596	655	1460	360
gene-SAOUHSC_01991	2117	1492	1841	597	1901	156
gene-SAOUHSC_01992	2690	2598	2433	3750	3887	665
gene-SAOUHSC_01993	1551	1335	1352	784	635	36
gene-SAOUHSC_T00031	2934	1945	1550	4289	3214	6919
gene-SAOUHSC_T00023	4437	2834	3881	1845	1495	1325
gene-SAOUHSC_T00015	597	479	377	286	152	125
gene-SAOUHSC_T00016	1711	1222	1060	967	173	353
gene-SAOUHSC_T00027	2491	2072	1513	1173	346	986
gene-SAOUHSC_T00056	1352	1372	849	532	376	500
gene-SAOUHSC_T00057	2036	1665	1689	1489	2726	1040
gene-SAOUHSC_T00054	1784	1794	1344	512	629	191
gene-SAOUHSC_T00043	0	0	0	0	0	0
gene-SAOUHSC_A01909	0	0	0	0	0	0
gene-SAOUHSC_T00013	0	0	0	0	0	0
gene-SAOUHSC_T00039	1637	986	837	519	118	566
gene-SAOUHSC_T00051	3834	3334	2606	1113	319	496
gene-SAOUHSC_A01910	0	0	0	0	0	0
gene-SAOUHSC_T00014	0	0	0	0	0	0
gene-SAOUHSC_T00052	0	0	0	0	0	0
gene-SAOUHSC_T00040	0	0	0	0	0	0
gene-SAOUHSC_T00041	6914	3631	5585	2474	1780	1664
gene-SAOUHSC_T0002	941	565	615	299	216	192
gene-SAOUHSC_T00045	777	499	518	445	607	340
gene-SAOUHSC_T0007	4235	5638	2459	1975	889	1156
gene-SAOUHSC_T00032	728	676	381	439	104	122
gene-SAOUHSC_T00024	68	54	69	30	12	9
gene-SAOUHSC_T00033	3106	2434	1326	1822	61	1203
gene-SAOUHSC_T00036	968	1181	477	437	176	397
gene-SAOUHSC_T00055	746	212	369	276	118	181
gene-SAOUHSC_T00060	12	11	9	4	3	1
gene-SAOUHSC_R00013	10	4	0	4	0	6
gene-SAOUHSC_R0008	1797	2595	762	1290	918	2512
gene-SAOUHSC_T0003	3914	1420	1863	660	558	513
gene-SAOUHSC_A01912	0	0	0	0	0	0
gene-SAOUHSC_T00028	0	0	0	0	0	0
gene-SAOUHSC_R0003	400	220	91	490	314	932
gene-SAOUHSC_01997	30780	23309	23116	26328	36274	1880
gene-SAOUHSC_01998	3192	2218	2818	4323	6811	428
gene-SAOUHSC_01999	1409	997	1140	2194	4067	183
gene-SAOUHSC_02000	7302	5274	7342	3636	4099	1530
gene-SAOUHSC_02001	11457	8043	11452	6731	9672	951
gene-SAOUHSC_02002	162	115	110	114	112	9
gene-SAOUHSC_02003	7779	8241	5714	4622	5846	804
gene-SAOUHSC_02004	9130	6769	9319	3455	3833	818
gene-SAOUHSC_02005	3027	2284	2713	2103	2726	265
gene-SAOUHSC_02006	15074	11388	10834	7332	7279	1465
gene-SAOUHSC_02007	580	249	497	450	542	89
gene-SAOUHSC_02008	1013	506	951	1419	1638	123
gene-SAOUHSC_02009	2128	1482	1704	4506	5609	701
gene-SAOUHSC_02010	407	280	308	1221	2007	193
gene-SAOUHSC_02011	710	541	518	1560	2754	193
gene-SAOUHSC_02012	19610	17165	18782	7937	11614	825
gene-SAOUHSC_02013	6688	6323	4795	14930	14748	2630
gene-SAOUHSC_02014	584	468	511	769	796	36
gene-SAOUHSC_02015	0	0	0	0	0	0
gene-SAOUHSC_02016	0	0	0	0	0	0
gene-SAOUHSC_02017	0	0	0	0	0	0
gene-SAOUHSC_02018	0	0	0	0	0	0
gene-SAOUHSC_02019	0	0	0	0	0	0
gene-SAOUHSC_02020	0	0	0	0	0	0
gene-SAOUHSC_02021	0	0	0	0	0	0
gene-SAOUHSC_02022	0	0	0	0	0	0
gene-SAOUHSC_02023	0	0	0	0	0	0
gene-SAOUHSC_02025	0	0	0	0	0	0
gene-SAOUHSC_02026	0	0	0	0	0	0
gene-SAOUHSC_02027	0	0	0	0	0	0
gene-SAOUHSC_02028	0	0	0	0	0	0
gene-SAOUHSC_02029	0	0	0	0	0	0
gene-SAOUHSC_02030	0	0	0	0	0	0
gene-SAOUHSC_02031	0	0	0	0	0	0
gene-SAOUHSC_02033	0	0	0	0	0	0
gene-SAOUHSC_02034	0	0	0	0	0	0
gene-SAOUHSC_02035	0	0	0	0	0	0
gene-SAOUHSC_02036	0	0	0	0	0	0
gene-SAOUHSC_02037	0	0	0	0	0	0
gene-SAOUHSC_02038	0	0	0	0	0	0
gene-SAOUHSC_02040	0	0	0	0	0	0
gene-SAOUHSC_02041	0	0	0	0	0	0
gene-SAOUHSC_02042	0	0	0	0	0	0
gene-SAOUHSC_02043	0	0	0	0	0	0
gene-SAOUHSC_02044	0	0	0	0	0	0
gene-SAOUHSC_02046	0	0	0	0	0	0
gene-SAOUHSC_02047	0	0	0	0	0	0
gene-SAOUHSC_02048	0	0	0	0	0	0
gene-SAOUHSC_02049	0	0	0	0	0	0
gene-SAOUHSC_02050	0	0	0	0	0	0
gene-SAOUHSC_02051	0	0	0	0	0	0
gene-SAOUHSC_02052	0	0	0	0	0	0
gene-SAOUHSC_02053	0	0	0	0	0	0
gene-SAOUHSC_02054	0	0	0	0	0	0
gene-SAOUHSC_02055	0	0	0	0	0	0
gene-SAOUHSC_02056	0	0	0	0	0	0
gene-SAOUHSC_02057	0	0	0	0	0	0
gene-SAOUHSC_02058	0	0	0	0	0	0
gene-SAOUHSC_02059	0	0	0	0	0	0
gene-SAOUHSC_02060	0	0	0	0	0	0
gene-SAOUHSC_02061	0	0	0	0	0	0
gene-SAOUHSC_02062	0	0	0	0	0	0
gene-SAOUHSC_02063	0	0	0	0	0	0
gene-SAOUHSC_02064	0	0	0	0	0	0
gene-SAOUHSC_02065	0	0	0	0	0	0
gene-SAOUHSC_02066	0	0	0	0	0	0
gene-SAOUHSC_02067	0	0	0	0	0	0
gene-SAOUHSC_02068	0	0	0	0	0	0
gene-SAOUHSC_02069	0	0	0	0	0	0
gene-SAOUHSC_02070	0	0	0	0	0	0
gene-SAOUHSC_02071	0	0	0	0	0	0
gene-SAOUHSC_02072	0	0	0	0	0	0
gene-SAOUHSC_02073	0	0	0	0	0	0
gene-SAOUHSC_02074	0	0	0	0	0	0
gene-SAOUHSC_02075	0	0	0	0	0	0
gene-SAOUHSC_02076	0	0	0	0	0	0
gene-SAOUHSC_02077	0	0	0	0	0	0
gene-SAOUHSC_02078	0	0	0	0	0	0
gene-SAOUHSC_02079	0	0	0	0	0	0
gene-SAOUHSC_02080	0	0	0	0	0	0
gene-SAOUHSC_02081	0	0	0	0	0	0
gene-SAOUHSC_02083	0	0	0	0	0	0
gene-SAOUHSC_02084	0	0	0	0	0	0
gene-SAOUHSC_02085	0	0	0	0	0	0
gene-SAOUHSC_02086	0	0	0	0	0	0
gene-SAOUHSC_02087	0	0	0	0	0	0
gene-SAOUHSC_02088	0	0	0	0	0	0
gene-SAOUHSC_02089	0	0	0	0	0	0
gene-SAOUHSC_02090	4849	3588	4425	3363	4058	440
gene-SAOUHSC_02091	4610	3358	3905	7257	12253	1889
gene-SAOUHSC_02092	6114	4331	5008	10089	13462	1879
gene-SAOUHSC_02093	446	225	470	677	1358	72
gene-SAOUHSC_02095	9207	9128	7118	38680	76889	15985
gene-SAOUHSC_02096	7755	6832	6044	27392	27621	3622
gene-SAOUHSC_02097	5850	5075	4497	22624	22024	2843
gene-SAOUHSC_02098	15889	12540	14909	3853	4946	620
gene-SAOUHSC_02099	19157	14243	19215	4938	5969	385
gene-SAOUHSC_02100	4443	3480	3993	1662	2095	130
gene-SAOUHSC_02101	1487	1208	1807	730	1832	24
gene-SAOUHSC_02102	3256	2172	2383	3625	2998	534
gene-SAOUHSC_A02013	214	170	146	426	378	412
gene-SAOUHSC_02103	804	481	685	689	618	40
gene-SAOUHSC_02104	102	48	92	75	105	13
gene-SAOUHSC_02105	108	84	77	34	12	4
gene-SAOUHSC_02106	8094	5678	8744	3000	2914	405
gene-SAOUHSC_02107	10817	8550	11253	5294	4952	865
gene-SAOUHSC_02108	40136	29922	32991	24861	19106	1111
gene-SAOUHSC_02109	1336	1186	1128	336	184	5
gene-SAOUHSC_02110	6834	6253	5014	2469	1805	114
gene-SAOUHSC_02111	3584	3907	2723	1892	1517	425
gene-SAOUHSC_02112	3362	2972	3485	1997	2194	235
gene-SAOUHSC_02113	5617	5399	4611	3047	3327	337
gene-SAOUHSC_02114	14891	9891	12018	5516	5139	979
gene-SAOUHSC_02115	7	8	9	2	2	0
gene-SAOUHSC_02116	16881	12837	13360	20446	26003	6094
gene-SAOUHSC_02117	7138	5495	5087	9514	8922	2270
gene-SAOUHSC_02118	722	578	462	1103	1574	103
gene-SAOUHSC_02119	5507	4613	4494	8472	10275	2932
gene-SAOUHSC_02121	7098	4946	5411	8350	10788	1582
gene-SAOUHSC_02122	7347	5210	5666	7582	9609	1559
gene-SAOUHSC_02123	5818	4147	4217	5601	6748	1675
gene-SAOUHSC_02124	1097	815	759	1422	1643	170
gene-SAOUHSC_02125	2423	1521	1642	2446	1694	273
gene-SAOUHSC_02126	4016	2465	3003	3525	3066	551
gene-SAOUHSC_02127	2671	1094	2231	466	526	173
gene-SAOUHSC_02129	868	268	1060	199	268	33
gene-SAOUHSC_02130	1017	705	702	885	597	317
gene-SAOUHSC_02131	2168	1599	1600	2359	2967	349
gene-SAOUHSC_02132	1984	1344	1588	2602	4230	344
gene-SAOUHSC_02133	1486	1040	1191	2111	3863	675
gene-SAOUHSC_02134	1227	895	799	2224	2863	804
gene-SAOUHSC_02135	1148	768	795	2107	2950	325
gene-SAOUHSC_02136	794	625	528	370	576	77
gene-SAOUHSC_02137	4080	3481	3055	4464	6272	1622
gene-SAOUHSC_02138	717	594	509	2245	2287	694
gene-SAOUHSC_02139	9471	7331	6353	13983	23346	1896
gene-SAOUHSC_02140	23434	17240	16011	26675	25780	3081
gene-SAOUHSC_02141	17	16	12	13	30	11
gene-SAOUHSC_02142	3001	2462	1660	9397	15344	1457
gene-SAOUHSC_02143	4495	5033	3674	5489	6301	547
gene-SAOUHSC_02144	4009	4136	2852	1480	1392	331
gene-SAOUHSC_02145	1371	876	1439	3188	3455	379
gene-SAOUHSC_02146	755	558	529	1229	2041	223
gene-SAOUHSC_02147	4460	3108	3488	3676	4860	326
gene-SAOUHSC_02148	882	605	706	1362	1690	143
gene-SAOUHSC_02149	513	354	332	1174	1862	153
gene-SAOUHSC_02150	3439	2536	1798	6877	8391	976
gene-SAOUHSC_02151	1640	771	1169	1203	1282	132
gene-SAOUHSC_02152	7144	3346	4168	2484	2375	398
gene-SAOUHSC_02153	1100	479	999	692	530	43
gene-SAOUHSC_02154	5975	3169	3489	1816	1237	157
gene-SAOUHSC_02155	2643	1411	1576	772	607	137
gene-SAOUHSC_02156	233	126	205	141	94	17
gene-SAOUHSC_02157	1200	769	601	143	104	76
gene-SAOUHSC_02158	7784	5865	5995	12017	15284	1192
gene-SAOUHSC_02160	1424	669	567	841	732	112
gene-SAOUHSC_02161	7577	3821	3202	6055	5493	402
gene-SAOUHSC_02163	1770	1184	759	3417	5916	172
gene-SAOUHSC_02164	0	0	0	0	0	0
gene-SAOUHSC_02165	0	0	0	0	0	0
gene-SAOUHSC_02166	0	0	0	0	0	0
gene-SAOUHSC_02167	0	0	0	0	0	0
gene-SAOUHSC_02169	0	0	0	0	0	0
gene-SAOUHSC_02170	0	0	0	0	0	0
gene-SAOUHSC_02171	0	0	0	0	0	0
gene-SAOUHSC_02173	0	0	0	0	0	0
gene-SAOUHSC_02174	0	0	0	0	0	0
gene-SAOUHSC_02175	0	0	0	0	0	0
gene-SAOUHSC_02176	0	0	0	0	0	0
gene-SAOUHSC_02177	0	0	0	0	0	0
gene-SAOUHSC_02178	0	0	0	0	0	0
gene-SAOUHSC_02179	0	0	0	0	0	0
gene-SAOUHSC_02180	0	0	0	0	0	0
gene-SAOUHSC_02181	0	0	0	0	0	0
gene-SAOUHSC_02182	0	0	0	0	0	0
gene-SAOUHSC_02183	0	0	0	0	0	0
gene-SAOUHSC_02184	0	0	0	0	0	0
gene-SAOUHSC_02185	0	0	0	0	0	0
gene-SAOUHSC_02186	0	0	0	0	0	0
gene-SAOUHSC_02187	0	0	0	0	0	0
gene-SAOUHSC_02188	0	0	0	0	0	0
gene-SAOUHSC_02189	0	0	0	0	0	0
gene-SAOUHSC_02190	0	0	0	0	0	0
gene-SAOUHSC_02191	0	0	0	0	0	0
gene-SAOUHSC_02193	0	0	0	0	0	0
gene-SAOUHSC_02194	0	0	0	0	0	0
gene-SAOUHSC_02195	0	0	0	0	0	0
gene-SAOUHSC_02196	0	0	0	0	0	0
gene-SAOUHSC_02197	0	0	0	0	0	0
gene-SAOUHSC_02198	0	0	0	0	0	0
gene-SAOUHSC_02199	0	0	0	0	0	0
gene-SAOUHSC_02200	0	0	0	0	0	0
gene-SAOUHSC_A02094	0	0	0	0	0	0
gene-SAOUHSC_02202	0	0	0	0	0	0
gene-SAOUHSC_02203	0	0	0	0	0	0
gene-SAOUHSC_02204	0	0	0	0	0	0
gene-SAOUHSC_02205	0	0	0	0	0	0
gene-SAOUHSC_02206	0	0	0	0	0	0
gene-SAOUHSC_02207	0	0	0	0	0	0
gene-SAOUHSC_02208	0	0	0	0	0	0
gene-SAOUHSC_02209	0	0	0	0	0	0
gene-SAOUHSC_02210	0	0	0	0	0	0
gene-SAOUHSC_02211	0	0	0	0	0	0
gene-SAOUHSC_02212	0	0	0	0	0	0
gene-SAOUHSC_02213	0	0	0	0	0	0
gene-SAOUHSC_02214	0	0	0	0	0	0
gene-SAOUHSC_02215	0	0	0	0	0	0
gene-SAOUHSC_02216	0	0	0	0	0	0
gene-SAOUHSC_02217	0	0	0	0	0	0
gene-SAOUHSC_02218	0	0	0	0	0	0
gene-SAOUHSC_02219	0	0	0	0	0	0
gene-SAOUHSC_02220	0	0	0	0	0	0
gene-SAOUHSC_02221	0	0	0	0	0	0
gene-SAOUHSC_02222	0	0	0	0	0	0
gene-SAOUHSC_02223	0	0	0	0	0	0
gene-SAOUHSC_02224	0	0	0	0	0	0
gene-SAOUHSC_02225	0	0	0	0	0	0
gene-SAOUHSC_02226	0	0	0	0	0	0
gene-SAOUHSC_02227	0	0	0	0	0	0
gene-SAOUHSC_02228	0	0	0	0	0	0
gene-SAOUHSC_02229	0	0	0	0	0	0
gene-SAOUHSC_02231	0	0	0	0	0	0
gene-SAOUHSC_02232	0	0	0	0	0	0
gene-SAOUHSC_02233	0	0	0	0	0	0
gene-SAOUHSC_02234	0	0	0	0	0	0
gene-SAOUHSC_02235	0	0	0	0	0	0
gene-SAOUHSC_02236	0	0	0	0	0	0
gene-SAOUHSC_02237	0	0	0	0	0	0
gene-SAOUHSC_02238	0	0	0	0	0	0
gene-SAOUHSC_02239	0	0	0	0	0	0
gene-SAOUHSC_02240	22938	13604	10775	37162	28269	7035
gene-SAOUHSC_02241	4532	2586	2652	6440	9204	869
gene-SAOUHSC_02243	3058	1789	1864	4197	8325	490
gene-SAOUHSC_02244	7409	5081	4838	7756	9786	2082
gene-SAOUHSC_02245	456	207	309	100	94	8
gene-SAOUHSC_02246	133	69	79	65	97	3
gene-SAOUHSC_02247	1419	946	916	2014	2984	403
gene-SAOUHSC_02248	2650	2025	1960	2325	2686	237
gene-SAOUHSC_02249	951	814	793	1195	1862	211
gene-SAOUHSC_02250	1424	1548	1038	305	157	23
gene-SAOUHSC_02251	639	557	460	80	66	3
gene-SAOUHSC_02252	1212	981	839	216	51	1
gene-SAOUHSC_02254	136533	123753	99117	24244	5140	507
gene-SAOUHSC_02255	21552	21560	16244	3991	741	104
gene-SAOUHSC_02256	691	372	510	1237	1278	76
gene-SAOUHSC_02257	5727	3484	5721	4053	7542	3250
gene-SAOUHSC_02258	8213	6215	6571	1637	2007	129
gene-SAOUHSC_02259	11116	7428	9495	2930	3950	268
gene-SAOUHSC_02260	256550	139449	161020	7237	4713	83
gene-SAOUHSC_02261	25352	17857	19853	30969	24563	4674
gene-SAOUHSC_02262	11726	7419	9535	14444	7620	742
gene-SAOUHSC_02264	65567	44512	49161	62297	32391	8234
gene-SAOUHSC_02265	56580	41192	41573	43118	24223	4433
gene-SAOUHSC_02266	196	136	125	215	184	22
gene-SAOUHSC_02267	4280	3049	2625	3054	3322	755
gene-SAOUHSC_02268	4539	3575	2754	3975	5313	1109
gene-SAOUHSC_02269	1548	1365	798	3568	4254	378
gene-SAOUHSC_02270	246	170	198	271	295	25
gene-SAOUHSC_02271	376	289	274	80	81	13
gene-SAOUHSC_02272	666	427	446	184	138	31
gene-SAOUHSC_02273	5168	4081	3228	7820	8449	1673
gene-SAOUHSC_02274	1816	1115	1021	3438	4574	532
gene-SAOUHSC_02275	163	81	92	81	143	6
gene-SAOUHSC_02276	1179	775	793	990	1183	50
gene-SAOUHSC_02277	4791	3393	3402	2089	1962	689
gene-SAOUHSC_02278	780	574	617	466	735	43
gene-SAOUHSC_02279	1300	926	839	1076	1049	96
gene-SAOUHSC_02280	660	505	465	771	1259	54
gene-SAOUHSC_A02169	3	3	4	1	2	0
gene-SAOUHSC_02281	1644	1421	966	11747	12647	5472
gene-SAOUHSC_02282	1758	1443	1003	18311	18454	6616
gene-SAOUHSC_02283	171	117	96	2288	1582	664
gene-SAOUHSC_02284	1006	786	608	13893	14746	2668
gene-SAOUHSC_02285	2138	1512	1126	21617	20410	5485
gene-SAOUHSC_02286	1398	1032	814	13155	16623	3740
gene-SAOUHSC_02287	2007	1503	1304	17747	18424	10039
gene-SAOUHSC_02288	838	500	484	6761	8063	1590
gene-SAOUHSC_02289	1523	968	808	12801	10652	1858
gene-SAOUHSC_02290	373	222	204	47	26	2
gene-SAOUHSC_R00014	7	1	0	4	1	4
gene-SAOUHSC_R0009	1700	1860	742	1335	1034	2413
gene-SAOUHSC_R0004	436	228	82	490	309	1063
gene-SAOUHSC_T00025	1049	446	413	247	117	152
gene-SAOUHSC_T00034	120	67	94	59	159	24
gene-SAOUHSC_02294	1	4	4	2	0	1
gene-SAOUHSC_02296	6345	4617	6773	1964	2476	303
gene-SAOUHSC_02297	18984	14120	20104	6157	7369	1154
gene-SAOUHSC_02298	31385	26758	29897	19519	32102	4820
gene-SAOUHSC_02299	7380	6373	7128	7045	11609	1475
gene-SAOUHSC_02300	4032	3338	3420	4935	4932	571
gene-SAOUHSC_02301	6049	4862	5457	8402	9636	886
gene-SAOUHSC_02302	2797	2271	2414	4845	6894	629
gene-SAOUHSC_A02189	60	37	55	191	68	151
gene-SAOUHSC_02303	2365	2211	1810	5775	7617	3510
gene-SAOUHSC_02304	750	619	507	1807	1371	109
gene-SAOUHSC_02305	5395	4040	4490	4767	4555	911
gene-SAOUHSC_02306	1459	1195	1199	1342	1901	188
gene-SAOUHSC_02307	999	779	802	922	1101	91
gene-SAOUHSC_02308	3766	2724	3063	3889	4619	934
gene-SAOUHSC_02309	543	384	511	729	985	38
gene-SAOUHSC_02310	1839	1501	1547	1972	3720	1169
gene-SAOUHSC_02311	3798	3002	3362	4728	12076	2689
gene-SAOUHSC_02312	1505	1157	1464	3496	9127	1028
gene-SAOUHSC_02313	80	44	74	31	30	3
gene-SAOUHSC_02314	4232	3197	3209	26443	54859	4062
gene-SAOUHSC_02315	1414	959	1051	2766	6727	577
gene-SAOUHSC_02316	75376	58175	76683	33830	22683	9220
gene-SAOUHSC_02317	11720	8308	9448	10906	13009	2074
gene-SAOUHSC_02318	7087	5923	5773	9464	11160	1609
gene-SAOUHSC_02319	3183	2527	2011	4240	3618	533
gene-SAOUHSC_02320	6473	6195	4576	7218	8264	696
gene-SAOUHSC_02321	1192	868	1216	477	645	52
gene-SAOUHSC_02322	1305	920	1153	607	646	46
gene-SAOUHSC_02323	2586	2298	2028	5137	5934	921
gene-SAOUHSC_02324	1181	972	849	1938	1563	270
gene-SAOUHSC_02325	457	464	383	723	832	217
gene-SAOUHSC_02326	328	325	241	468	278	296
gene-SAOUHSC_02327	18323	15895	13900	23548	25508	4772
gene-SAOUHSC_02328	425	275	300	190	181	62
gene-SAOUHSC_02329	388	265	242	187	181	47
gene-SAOUHSC_02330	300	253	213	181	234	38
gene-SAOUHSC_02331	246	165	131	165	199	12
gene-SAOUHSC_02332	47	30	15	26	30	9
gene-SAOUHSC_02333	438	276	297	267	219	30
gene-SAOUHSC_02334	689	416	471	531	530	59
gene-SAOUHSC_02335	628	499	444	1750	2588	295
gene-SAOUHSC_02336	6024	6260	4538	9816	12878	2978
gene-SAOUHSC_02337	16822	18292	13554	27567	33694	8569
gene-SAOUHSC_02338	1264	1465	1172	2604	2978	71
gene-SAOUHSC_02339	17	22	9	22	29	5
gene-SAOUHSC_02340	11221	9131	7804	19229	27751	7996
gene-SAOUHSC_02341	30194	25153	20707	51462	66327	33140
gene-SAOUHSC_02343	16655	14359	12450	31264	47417	7732
gene-SAOUHSC_02345	23545	22281	16340	44951	53985	17980
gene-SAOUHSC_02346	7928	7001	5991	14973	22805	2899
gene-SAOUHSC_02347	9240	8713	6404	18036	19851	7900
gene-SAOUHSC_02349	6109	6162	4179	12588	20890	6801
gene-SAOUHSC_02350	11497	10760	7890	25713	30617	6489
gene-SAOUHSC_02351	6385	5048	4500	14025	18641	999
gene-SAOUHSC_02352	16625	13601	10569	31391	34103	9966
gene-SAOUHSC_02353	7850	6433	4853	15743	13960	3458
gene-SAOUHSC_02354	19941	17133	12803	42905	45754	18923
gene-SAOUHSC_02355	6593	5648	4258	15582	22063	13541
gene-SAOUHSC_02356	825	646	752	682	912	75
gene-SAOUHSC_02357	1377	1071	1053	1372	1563	214
gene-SAOUHSC_02358	7325	6322	6527	6199	5532	1083
gene-SAOUHSC_02359	7564	6407	6933	5497	5513	1350
gene-SAOUHSC_02360	3891	3345	3507	2418	2248	236
gene-SAOUHSC_02361	54826	40301	41937	18066	11343	2616
gene-SAOUHSC_02362	18580	17618	17957	21148	23321	3439
gene-SAOUHSC_02363	15940	15100	11809	30856	37716	14132
gene-SAOUHSC_02364	45473	36020	41386	6593	8086	731
gene-SAOUHSC_02365	43834	39959	41455	12359	16586	2176
gene-SAOUHSC_02366	31914	24146	25899	29337	22232	5910
gene-SAOUHSC_02367	796	571	539	1348	1271	84
gene-SAOUHSC_02368	6636	6416	5631	10576	12950	2895
gene-SAOUHSC_02369	12734	9204	10282	8205	10147	939
gene-SAOUHSC_02370	1477	1225	1036	1995	1419	223
gene-SAOUHSC_A02254	36	24	52	47	67	4
gene-SAOUHSC_02371	2329	2374	1861	2284	2526	614
gene-SAOUHSC_02372	6450	5428	5601	4670	4997	547
gene-SAOUHSC_02373	3002	2888	2321	2935	3977	490
gene-SAOUHSC_02374	2098	2407	1713	2901	3958	806
gene-SAOUHSC_02375	1662	1506	1058	3415	4727	923
gene-SAOUHSC_02376	29251	20875	20662	3720	3476	392
gene-SAOUHSC_02377	71775	60025	57704	9617	13806	2869
gene-SAOUHSC_02378	818	580	761	196	244	37
gene-SAOUHSC_02379	18760	15815	12923	4835	6138	2522
gene-SAOUHSC_02380	16164	13750	11641	6918	6611	941
gene-SAOUHSC_02381	503331	360342	360038	13060	10874	1558
gene-SAOUHSC_02382	1679	1300	1311	1868	3394	259
gene-SAOUHSC_02383	5962	4798	4678	6737	8872	542
gene-SAOUHSC_02384	861	757	627	992	1358	160
