"GeneID";"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj";"GeneName";"aaRS";"color"
"SAOUHSC_T00055";341,784507842097;0,111659995947724;0,755168865455744;0,147860963362594;0,882452496223958;0,912134382907228;"trnaT";FALSE;"grey"
"SAOUHSC_T00056";931,113617962708;0,202329255815544;0,729258576146479;0,277445151052847;0,781438316276076;0,828385191866306;"trnaW";FALSE;"grey"
"SAOUHSC_T00057";1886,68825921166;-0,586087437019688;0,514469205891398;-1,13920800372143;0,254616408080482;0,341528139333065;"trnaY";FALSE;"grey"
"SAOUHSC_T00058";196,412817260964;0,764222055441218;0,709480626217046;1,0771570458746;0,281410111362291;0,369494313286542;"trnaY";FALSE;"grey"
"SAOUHSC_T00059";55,5971313722285;1,00978058417951;0,727204189225706;1,38857916268976;0,164960757275533;0,235105612896604;"trnaV";FALSE;"grey"
"SAOUHSC_T0006";261,562241539078;-0,601576301918144;0,464562778242242;-1,29493005056134;0,195344360887817;0,272446112711973;"trnaR";FALSE;"grey"
"SAOUHSC_T00060";5,8944653625595;1,86072613057376;0,855291941362329;2,1755450280637;0,0295892976682794;0,0542404350688634;"trnaV";FALSE;"grey"
"SAOUHSC_T00061";235,44351491713;2,59827314675099;0,46885995179524;5,54168283471927;2,99578555077566e-08;2,0742970838915e-07;"trnaV";FALSE;"red"
"SAOUHSC_T0007";2819,55831289369;0,66258818324996;0,704955892763629;0,939900198085336;0,347268755731008;0,438090427548112;"trnaR";FALSE;"grey"
"SAOUHSC_T0008";182,020575865622;0,815793993255513;0,725340222062418;1,12470530165265;0,260713934369787;0,348510562317384;"trnaN";FALSE;"grey"
"SAOUHSC_T0009";229,243070291788;-0,301099631283092;0,866569261602742;-0,347461702860543;0,728244485030328;0,786398715367648;"trnaN";FALSE;"grey"
